Operacao,area,ope,Objetivo_da_Operacao,Aplicacao_de_Recursos,Tempo_Em_Anos,Percentual_de_Subsidio,Operacao_Prefixada,Pendencia_de_Cobertura_do_PROAGRO,Expurgo_da_Operacao,Tipo_de_Assistencia_Tecnica,Tipo_de_Renegociacao,Amparo_da_Operacao,Operacao_Especial,Associados_Beneficiados,Agricultura_Familiar,Pessoas_Assentadas,Grupo_do_Cliente,Faixa_valores,Tipo_de_Cobertura,Pend??ncia_do_PROCERA,Total_do_FNE_Risco,Tipo_de_Tratamento,Forma_de_Credito,Tipo_de_PROAGRO,Operacao_Estruturada,Cultura_Consorciada,Garantia_LCA,Incidencia_de_IOF,Motivo_Renegociacao,Custo_Efetivo_Total,Tipo_de_Conta,Setor_de_Atividade,Subsidio,Destinacao_de_Recursos,Contra_Partida_do_BID,Semi_Arido,Finalidade_do_Financiamento,Agricultura_Irrigada,Tipo_de_Correcao,Fonte_de_Recursos,Programa_de_Credito,Categoria_do_Produtor,Tipo_de_Recurso,Garantia,Operacao_Alongada,Risco_FNE,Tipo_Lei,Operacao_Consignacao,Tem_Bonus,Tem_debito,Tem_garantia,Tem_Indexador_mensal,Tem_Indexador_diario,Tem_Credito_Evento_Semestral,Tem_Credito_Evento_Anual,Tem_Credito_Evento_Mensal,Tem_Credito_Evento_Trimestral,Tem_Debito_Evento_Semestral,Tem_Debito_Evento_Anual,Tem_Debito_Evento_Mensal,Tem_Debito_Evento_Trimestral,Tem_Debito_Evento_Diario,Tem_Desembolso_Unico,Tem_Carencia,E_Renegociada,E_Transferida,Tem_Prejuizo
1.TTBC.TT5FVG01TTG.1,1,1,18,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG01RWW.1,1,1,1,21,2,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,21,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG01501.1,1,1,1,21,2,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG01601.1,1,1,1,14,2,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,22,4,NULL,NULL,0,1,3,2,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,1,1,2,24,369,5,3,1,NULL,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.TTBC.TT5FVG01701.1,1,1,1,21,2,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG01801.1,1,1,1,21,0,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,21,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG01901.1,1,1,1,21,1,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,21,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG02001.1,1,1,1,21,2,0,2,0,0,NULL,0,NULL,0,NULL,1,NULL,21,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG02SSW.1,1,1,1,21,2,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG02REE.1,1,1,1,21,1,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,21,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG02TTG.1,1,1,1,21,1,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG02RWW.1,1,1,1,21,2,0,2,0,0,NULL,0,NULL,0,NULL,1,NULL,21,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG02501.1,1,1,1,21,2,0,2,1,0,3,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG02601.1,1,1,1,21,2,0,2,1,0,3,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG02701.1,1,1,1,21,2,0,2,0,0,NULL,0,NULL,0,NULL,1,NULL,21,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG02801.1,1,1,1,21,2,0,2,0,0,NULL,0,NULL,0,NULL,1,NULL,21,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG02901.1,1,1,1,21,2,0,2,0,0,NULL,0,NULL,0,NULL,1,NULL,21,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG03001.1,1,1,1,21,1,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,21,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG03SSW.1,1,1,1,21,0,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,21,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG03REE.1,1,1,1,21,2,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,21,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG03TTG.1,1,1,1,21,2,0,2,1,0,3,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG03RWW.1,1,1,1,21,2,0,2,1,0,3,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG03501.1,1,1,1,21,1,0,2,1,0,3,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG03601.1,1,1,18,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG03701.1,1,1,1,21,2,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG03701.2,1,2,1,21,2,0,2,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,1,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1.TTBC.TT5FVG03801.1,1,1,1,21,2,0,2,0,0,NULL,0,NULL,0,NULL,1,NULL,21,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG03901.1,1,1,1,21,1,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,21,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG04001.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG04SSW.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG04REE.1,1,1,1,21,2,0,2,1,0,3,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,2,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG04TTG.1,1,1,1,21,2,0,2,1,0,3,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG04RWW.1,1,1,1,24,5,0,2,1,0,NULL,0,NULL,0,NULL,0,NULL,4,5,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,0,NULL,1,1,2,1,2,24,226,3,3,1,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1.TTBC.TT5FVG04501.1,1,1,1,21,1,0,2,1,0,3,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT5FVG04601.1,1,1,1,21,2,0,2,1,0,3,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG00SSW.1,1,1,1,14,2,0,2,0,0,3,0,0,6,NULL,NULL,NULL,2,4,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,1,1,2,24,226,5,3,1,0,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.TTBC.TT6FVG00REE.1,1,1,18,1,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1.TTBC.TT6FVG00TTG.1,1,1,1,21,1,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG00RWW.1,1,1,18,14,1,0,2,1,0,NULL,1,NULL,0,NULL,1,NULL,22,3,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,1,1,2,24,369,5,3,1,NULL,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1.TTBC.TT6FVG00501.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG00601.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG00701.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG00801.1,1,1,1,21,2,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG00901.1,1,1,18,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,21,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG01001.1,1,1,18,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG01SSW.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG01SSW.2,1,2,1,21,1,0,2,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1.TTBC.TT6FVG01SSW.3,1,3,18,21,1,0,2,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1.TTBC.TT6FVG01REE.1,1,1,1,21,0,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG01TTG.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG01RWW.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG01501.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG01601.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG01701.1,1,1,1,21,0,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG01801.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG01901.1,1,1,18,21,2,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG02001.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG02SSW.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG02REE.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG02TTG.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG02TTG.2,1,2,1,21,2,0,2,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
1.TTBC.TT6FVG02TTG.3,1,3,1,21,2,0,2,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,NULL,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
1.TTBC.TT6FVG02RWW.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG02501.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG02601.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG02701.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG02801.1,1,1,18,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1.TTBC.TT6FVG02901.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG03001.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT6FVG03001.2,1,2,18,21,1,0,2,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1.TTBC.TT6FVG03001.3,1,3,1,21,2,0,2,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1.TTBC.TT6FVG03001.4,1,4,1,21,2,0,2,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,NULL,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1.TTBC.TT6FVG03SSW.1,1,1,1,21,0,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
